accession,n_traits,total_envs,in_snptools,collection,pedigree,countryOfOriginCode,IMPROVEMENT_LEVEL,PLANT_NAME
PI 699068,24,27,False,,"The population was formed by systematically intercrossing eight populations in a diallel mating design.  The eight populations in the diallel were formed by crossing the F1 hybrid B73 X Va14 by eight populations used to develop VS1 synthetic.  Those populations were (B73 X Va17)H84, (B73 X Va17)H100, (B73 X Va17}B73, (B14A X Va17}H100, (B14A X Va17}H93, (B14A X Va17)Va17, (B14A X Va17)N28, and (B14A X Va17)H84.  The approximate proportion of each inbred to this population is Va14(25%), Va17(16%), B73(33%), B14A(8%), H100(6%), H84(3%), N28(3%) and H93(3%).  Va14 was used because it has gray leaf spot resistance and is closely related to Va17.",USA,Breeding material,CIMMYTMA 24066
PI 699077,32,35,False,,,USA,Cultivar,Yellow Neal Paymaster
PI 699083,17,20,False,,,USA,Breeding material,VIRGINIA MEXICAN DENT SYNTHETIC
PI 699085,20,21,False,,,USA,Cultivar,Blue Grain
PI 699086,15,16,False,,,USA,Cultivar,Charlie Kirby-Towns County
PI 699089,20,29,False,,,USA,Cultivar,Knightin 8-Row
PI 699090,22,25,False,,,USA,Cultivar,Legg Prolific
PI 699091,19,20,False,,,USA,Cultivar,Little Cob Mitchell
PI 699411,23,23,False,,,USA,Landrace,Carswell Yellow
PI 699415,16,31,False,,,USA,Cultivar,Moore White Open-Pollinated
PI 699416,25,39,False,,,USA,Cultivar,Carroll Moore Open-Pollinated
PI 699417,15,15,False,,,USA,Cultivar,Stacys Favorite Open-Pollinated
PI 699418,16,31,False,,,USA,Cultivar,Shockley Open Pollinated
PI 699419,15,15,False,,,USA,Cultivar,Moore Yellow Open-Pollinated
PI 699420,15,15,False,,,USA,Cultivar,Hayes Golden
PI 699421,15,15,False,,,USA,Cultivar,Midland Yellow Dent
PI 699422,17,17,False,,,USA,Landrace,Pride of Kansas
PI 699423,21,21,False,,,USA,Landrace,Franklin Yellow Dent
PI 699424,18,18,False,,,USA,Landrace,St. Charles White
PI 699425,15,15,False,,,USA,Cultivar,Bloody Butcher
PI 699426,18,18,False,,,USA,Landrace,Denco
PI 699427,15,15,False,,,USA,Cultivar,Mexican June
PI 699428,25,39,False,,,USA,Landrace,Squaw Dent
PI 699429,15,15,False,,,USA,Landrace,South Dakota Indian Corn
PI 699430,15,15,False,,,USA,Landrace,Blue Indian Corn
PI 699432,28,28,False,,,USA,Landrace,Early Surprise
PI 699433,25,25,False,,,USA,Landrace,Early Golden
PI 699434,25,25,False,,,USA,Landrace,Golden Early Market
PI 699436,27,27,False,,,USA,Landrace,Golden Dawn
PI 699437,27,28,False,,,USA,Landrace,Jacques
PI 700786,18,18,False,,POP 35,MEX,Cultivar,Pop 35(C4)
PI 700787,16,16,False,,"""IITA/CIMMYT developed this maize streak resistant population
from Suwan 1 in a backcross project. Suwan is a broad base population developed
by Kasetsart University, Bankok, Thailand. Components are mainly elite Caribbean
varieties but Tuxpeno, Salvadoreno and USA germplasm was also included in the
original Population (Thai Compo #1). After three cycles of S1 selection, a backcross
project (HC3) was completed to obtain downy mildew resistance with Philippine
DMRI and DMR5 as sources of resistance to develop Suwan 1. Subsequent cycles
of S1 selection were completed with emphasis on gram yield and other desirable
characters."" (Gebrekidan, B. 1990. Maize Improvement, Production and
Protection in Eastern and Southern Africa: Proceedings of the Third Eastern and
Southern Africa Regional Maize Workshop. Nairobi, Kenya.)",NGA,Cultivar,Suwan 1-SR
PI 700788,16,16,False,,,COL,Cultivar,ICA 156
PI 700790,27,89,False,Maize.Group.Ames.Panel.2010,Manitoba Yellow Flint,USA,Breeding material,ND30
PI 700791,25,116,False,Maize.Group.Ames.Panel.2010,Falconer,USA,Breeding material,ND5
PI 700793,17,33,False,Maize.Group.Ames.Panel.2010,Falconer,USA,Breeding material,ND211
PI 700794,18,22,False,Maize.Group.Ames.Panel.2010,"4 County White, yellow rec.",USA,Breeding material,ND-B8
PI 700796,18,22,False,Maize.Group.Ames.Panel.2010,A375 x ND203,USA,Breeding material,ND376
PI 700797,29,58,False,Maize.Group.Ames.Panel.2010,WF9 x WD,USA,Breeding material,ND474
PI 700798,28,58,False,Maize.Group.Ames.Panel.2010,(K55 x aeK) x (K55^6)sel.,USA,Breeding material,Mo301ae
PI 700799,27,52,False,Maize.Group.Ames.Panel.2010,(CI21E x aeK) x (CI21WE^3)sel.,USA,Breeding material,Mo303ae
PI 700800,27,53,False,Maize.Group.Ames.Panel.2010,(Oh7A x aeK) x (O7A^5)sel.,USA,Breeding material,Mo304ae
PI 700801,28,33,False,Maize.Group.Ames.Panel.2010,(Mo3 x aeK) x (Mo3^4) selection.,USA,Breeding material,Mo305ae
PI 700802,27,55,False,Maize.Group.Ames.Panel.2010,(C17 x aeK) x (C17^3)sel.,USA,Breeding material,Mo308ae
PI 700803,28,55,False,Maize.Group.Ames.Panel.2010,(Mo8W x aeK) x (Mo8w^2)sel.,USA,Breeding material,Mo311ae
PI 700804,28,56,False,Maize.Group.Ames.Panel.2010,(T202 x aeK) x (T202^3)sel.,USA,Breeding material,Mo312ae
PI 700805,27,79,False,Maize.Group.Ames.Panel.2010,(CI42A x aeK) x (CI42^4)sel.,USA,Breeding material,Mo313ae
PI 700806,28,55,False,Maize.Group.Ames.Panel.2010,(CI38B x aeK) x (CI38B^5)sel.,USA,Breeding material,Mo314ae
PI 700942,26,40,False,Maize.Group.Ames.Panel.2010,South Carolina Composite,USA,Breeding material,SC375
PI 700943,19,25,False,,,USA,Breeding material,GA152
PI 700944,20,36,False,,,USA,Breeding material,GA212
PI 700945,30,69,False,,,USA,Breeding material,GA219
PI 700946,20,22,False,,,USA,Breeding material,GA222
PI 700947,28,42,False,,,USA,Breeding material,GE19
PI 700949,20,25,False,,,USA,Breeding material,GE72
PI 700951,28,44,False,,,USA,Breeding material,GE281
PI 700952,19,32,False,,,USA,Breeding material,GE293
PI 700953,18,34,False,,,USA,Breeding material,GE311
PI 700954,17,33,False,,,USA,Breeding material,GE317
PI 700955,20,24,False,,,USA,Breeding material,GE335
PI 700956,16,17,False,,,USA,Breeding material,GT150
PI 700960,25,52,False,,,USA,Breeding material,L690
PI 701403,15,15,False,Maize.GEM.Group1.All-GEM-Releases,((GEMS-0162/PHP38)/GEMS-0227)-206-001-001,USA,Cultivar,GEMS-0313
PI 701404,15,15,False,Maize.GEM.Group1.All-GEM-Releases,((GEMS-0227/Ki14)/12)-080-001-002,USA,Cultivar,GEMS-0314
PI 701405,15,15,False,Maize.GEM.Group1.All-GEM-Releases,(GEMS-0227/(Mp494/GEMS-0002)-001-002-001-001)-SIB-138-001-002,USA,Cultivar,GEMS-0315
PI 701406,15,15,False,Maize.GEM.Group1.All-GEM-Releases,((KO679Y/GEMS-0030)/12)-090-001-001,USA,Cultivar,GEMS-0316
PI 701407,15,15,False,Maize.GEM.Group1.All-GEM-Releases,(GEMN-0097/(GEMN-0140/GEMN-0130))-002-001-002,USA,Cultivar,GEMN-0317
PI 701408,15,15,False,Maize.GEM.Group1.All-GEM-Releases,(GEMN-0097/TF-2-0-T3-P74-G121)-147-001-002,USA,Cultivar,GEMN-0318
PI 701409,15,15,False,Maize.GEM.Group1.All-GEM-Releases,Ki14:N4212-185-001-002,USA,Cultivar,GEMN-0319
PI 701842,26,62,False,Maize.Group.Ames.Panel.2010,(C112-1 x Oh920) x (Ill.A x Ill.B),USA,Breeding material,Oh28
PI 702799,23,40,False,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Iowa Stiff Stalk Synthetic (BSSS),USA,Breeding material,MS153 Goodman-Buckler
PI 702800,18,18,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,B37 T
PI 702801,32,35,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,B37 TRf
PI 702802,26,26,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,C103 T
PI 702803,33,46,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,Mo17T
PI 702804,28,28,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,Oh43 T
PI 702805,28,28,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,Oh43 TRf
PI 702806,15,16,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,W64A T
PI 702807,28,29,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,Wf9 T
PI 702808,29,60,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,A632HT
PI 702809,32,65,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,A619Ht1
PI 702810,33,52,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,A619Ht2
PI 702811,32,51,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,A619Ht3
PI 702812,24,32,False,Maize.Group.Ames.Panel.Post.2010,{65 x13(2) -1}-5-1-1-1,AUS,Breeding material,AusTRCF 305793
PI 702813,25,56,False,Maize.Group.Ames.Panel.Post.2010,{65 x13(2) -1}-6-1-1-1,AUS,Breeding material,AusTRCF 305794
PI 702814,28,38,False,Maize.Group.Ames.Panel.2010,{G.W x13(4) -0-0-2W}-1Y-1-1,AUS,Breeding material,AusTRCF 305795
PI 702815,24,32,False,Maize.Group.Ames.Panel.Post.2010,{50x21(2)-1}-3-1-1-1,AUS,Breeding material,AusTRCF 305798
PI 702816,28,38,False,Maize.Group.Ames.Panel.2010,,AUS,Breeding material,AusTRCF 305801
PI 702817,28,38,False,Maize.Group.Ames.Panel.2010,,AUS,Breeding material,AusTRCF 305802
PI 702818,28,38,False,Maize.Group.Ames.Panel.2010,{25 x 2(2)-1}-1-1-1-2-1,AUS,Breeding material,AusTRCF 305803
PI 702819,27,50,False,Maize.Group.Ames.Panel.2010,{49x61(3)-1-sibbed}-1-3-1,AUS,Breeding material,AusTRCF 305806
PI 702820,24,33,False,Maize.Group.Ames.Panel.Post.2010,,AUS,Breeding material,68
PI 702821,27,36,False,Maize.Group.Ames.Panel.2010,{gn12xGs12}-5-1-2-1-1,AUS,Breeding material,AusTRCF 305816
PI 702823,28,39,False,Maize.Group.Ames.Panel.2010,{PX75}-B-2-4-2-1-1,AUS,Breeding material,AusTRCF 305819
PI 702824,28,38,False,Maize.Group.Ames.Panel.2010,{{{ XL81 x HC}-sibbed} x HC} -3-2-1-2-1-1-1,AUS,Breeding material,AusTRCF 305821
PI 702825,27,37,False,Maize.Group.Ames.Panel.2010,{Va96}-1-2-1-1-1-1,AUS,Breeding material,AusTRCF 305822
PI 702826,27,37,False,Maize.Group.Ames.Panel.2010,{XL80}-B-1-1-1-1,AUS,Breeding material,AusTRCF 305823
PI 702827,25,34,False,,{XL80}-B-1-2-2-1,AUS,Breeding material,AusTRCF 305824
PI 702828,27,79,False,Maize.Group.Ames.Panel.2010,{Mo18WxGP12678(R)}-B-1-1-2-1,AUS,Breeding material,Gn 159
PI 702829,25,33,False,,{Exp 16)-2-1-1-1,AUS,Breeding material,Gn 163
PI 702830,28,42,False,Maize.Group.Ames.Panel.2010,{Gn43(WX)xK303}-1(W)-2-1-2-(WX),AUS,Breeding material,AusTRCF 305829
PI 702831,24,24,False,Maize.Group.Ames.Panel.Post.2010,{{Gn43(WX)xK303}xGN43(WX)}-5-1-1-2-1-1,AUS,Breeding material,AusTRCF 305830
PI 702832,28,40,False,Maize.Group.Ames.Panel.2010,{K301-1}-2-1-1-1-1(WX)-1(WX),AUS,Breeding material,AusTRCF 305831
PI 702833,28,38,False,Maize.Group.Ames.Panel.2010,{{{IALO78xGP12678}-2sibbed}xGP12678}-2-2-1-1-1-1,AUS,Breeding material,AusTRCF 305833
PI 702834,28,38,False,Maize.Group.Ames.Panel.2010,{MES44xGn32}-b-1-1-1-1-1,AUS,Breeding material,AusTRCF 305834
PI 702835,28,38,False,Maize.Group.Ames.Panel.2010,{K301xGn22wx}-1w(WX)-1-1-3-2-1,AUS,Breeding material,AusTRCF 305835
PI 702836,27,29,False,Maize.Group.Ames.Panel.2010,{K301xGn22wx}-1w(WX)-1-1-1-2-1,AUS,Breeding material,AusTRCF 305836
PI 702837,25,57,False,Maize.Group.Ames.Panel.Post.2010,{PX75}-B-1-4-1-1-1,AUS,Breeding material,AusTRCF 305837
PI 702838,28,44,False,Maize.Group.Ames.Panel.2010,{<{{{38-11(WX) x CJ(2)}-sibbed(WX)}xB73(2)}-sibbed (WX)>xB73(2)}-(WX),AUS,Breeding material,AusTRCF 305839
PI 702839,28,38,False,Maize.Group.Ames.Panel.2010,{GP12678(CR)xGn22wx(2)}-1-3-1-1,AUS,Breeding material,AusTRCF 305840
PI 702840,27,38,False,Maize.Group.Ames.Panel.2010,{{{{38-11(WX)xKE31(2)}-sibbed (WX)}xMO17(2)}-sibbed (WX) >xM017(2)-sibbed(WX)}xMo17(2) >-(WX),AUS,Breeding material,AusTRCF 305846
PI 702841,29,47,False,Maize.Group.Ames.Panel.2010,{{{{{{38-11(WX)xCJ(2)-sibbed (WX)}xMO17(2)}-sibbed (WX)>}xMO17(2)}-sibbed (WX)}xMO17(2)-(WX),AUS,Breeding material,AusTRCF 305849
PI 702842,28,38,False,Maize.Group.Ames.Panel.2010,{{{38-11(WX)xCJ2}-sibbed wx}xMo17(2)}-1-1-1-1-2-1,AUS,Breeding material,AusTRCF 306065
PI 702843,17,34,False,,{Flat Red}-1-1-1A-1-1-1-1,AUS,Breeding material,AusTRCF 306067
PI 702844,28,44,False,Maize.Group.Ames.Panel.2010,{68 02/02 mod > YI(2)}-1-2-2-1-2 02/02-1 02/02,AUS,Breeding material,AusTRCF 306068
PI 702845,26,27,False,Maize.Group.Ames.Panel.2010,{68 02/02 modx{X181x68}-B-1-2-2-4sibbed}(2)} -4-1-2-1-1-1,AUS,Breeding material,AusTRCF 306234
PI 702846,28,44,False,Maize.Group.Ames.Panel.2010,{{{38-11(WX) xCJ(2)}-sibbed (WX)}xB73(2)}-2 norm-1-1-1-2-1-1,AUS,Breeding material,AusTRCF 306235
PI 702847,28,41,False,Maize.Group.Ames.Panel.2010,{{{{Gn43(WX)xK303}xGn43(WX)}-5sibbed-1sibbed-1sibbed}-6x{y/y}-4-1-1,AUS,Breeding material,AusTRCF 306236
PI 702848,27,65,False,Maize.Group.Ames.Panel.2010,{{{{Gn43(WX)xK303}xGn43(WX)}-5sibbed-2sibbed-1sibbed}-2xMo18W}-1-1-1,AUS,Breeding material,AusTRCF 306237
PI 702850,28,41,False,Maize.Group.Ames.Panel.2010,{{Gn43(WX)xK303}-1(W)sibbed-1sibbed-1sibbed}-5x{y/y}-1-1-1,AUS,Breeding material,AusTRCF 306239
PI 702851,28,44,False,Maize.Group.Ames.Panel.2010,{Gn43(WX)xK64)-1-1-1,AUS,Breeding material,AusTRCF 306240
PI 702852,28,44,False,Maize.Group.Ames.Panel.2010,{{Gn43(WX)xK303}-1wsibbed-2sibbed-1sibbed}-3x(y/y)-1-1-1,AUS,Breeding material,AusTRCF 306241
PI 702853,28,41,False,Maize.Group.Ames.Panel.2010,{{Gn43(WX)xK303}-1wsibbed-2sibbed-1sibbed}-4x(y/y)-3-1-1,AUS,Breeding material,AusTRCF 306242
PI 702854,25,33,False,,{{Gn43(WX)xK303}-2w(WX)sibbed-1sibbed-1sibbed}-2xMo18W}-2-1-1,AUS,Breeding material,AusTRCF 306243
PI 702855,27,47,False,Maize.Group.Ames.Panel.2010,{{Gn43(WX)xK303}-2w(WX)sibbed-1sibbed-1sibbed}-2xMo18W}-6-1-1,AUS,Breeding material,AusTRCF 306244
PI 702856,27,43,False,Maize.Group.Ames.Panel.2010,{{{Gn43(WX)xK303}-2w(WX)sibbed-1sibbed-1sibbed}-2xMo18W}-7-1-1,AUS,Breeding material,AusTRCF 306245
PI 702857,28,37,False,Maize.Group.Ames.Panel.2010,49/GH96A-3-2-1-1-1,AUS,Breeding material,AusTRCF 306254
PI 702858,27,36,False,Maize.Group.Ames.Panel.2010,{HC x NC240} x HC-1-1-2-1-1,AUS,Breeding material,AusTRCF 306256
PI 702859,28,38,False,Maize.Group.Ames.Panel.2010,R5687-2-1-1-4-1-1-1,AUS,Breeding material,AusTRCF 306257
PI 702860,27,43,False,Maize.Group.Ames.Panel.2010,R5687-2-1-6-2-2-1,AUS,,
PI 702861,27,37,False,Maize.Group.Ames.Panel.2010,FF37 {11-2-1-1-1-2}M-1-2(D)-3-4-2-1-2-1,AUS,Breeding material,AusTRCF 306261
PI 702862,28,44,False,Maize.Group.Ames.Panel.2010,NN47/2(O)-3-1-3-1-2-1,AUS,Breeding material,AusTRCF 306264
PI 702863,28,30,False,Maize.Group.Ames.Panel.2010,{From Yellow Tuxpan Seln.1(O).}-Fitzroy probably involved.,AUS,Breeding material,AusTRCF 306269
PI 702864,28,40,False,Maize.Group.Ames.Panel.2010,{{{CJ x W1537 bm3}-2-1-1-1-1sibbed}-3 x CJ}-4-2-1,AUS,Breeding material,AusTRCF 306273
PI 702865,28,39,False,Maize.Group.Ames.Panel.2010,{{{CJ x W1537 bm3}-2-1-1-2}-4 x CJ}-1-1-1-1,AUS,Breeding material,AusTRCF 306274
PI 702866,27,40,False,Maize.Group.Ames.Panel.2010,{{{CJ x W153Rbm3}-2-1-1-2}-4 x CJ}-2-1-1-1,AUS,Breeding material,AusTRCF 306276
PI 702867,28,40,False,Maize.Group.Ames.Panel.2010,{{{CJ x W153Rbm3}-2-1-2-2sibbed}-2 x CJ}-1-1-1-1,AUS,Breeding material,AusTRCF 306280
PI 702868,27,46,False,Maize.Group.Ames.Panel.2010,{{{CJ x W153Rbm3}-2-1-2-2sibbed}-2 x CJ}-1-2-1-1,AUS,Breeding material,AusTRCF 306281
PI 702869,27,39,False,Maize.Group.Ames.Panel.2010,{CJ x[ { CJ x W153Rbm3}-2-1-1-1-1sibbed]}-1-1-1-1,AUS,Breeding material,AusTRCF 306282
PI 702870,28,28,False,Maize.Group.Ames.Panel.2010,{CJ x [ { CJ x W153R bm3}-2-1-1-1-1sibbed]}-1-2-2-1,AUS,Breeding material,AusTRCF 306285
PI 702871,29,41,False,Maize.Group.Ames.Panel.2010,{CJ x [ { CJ x W153Rbm3}-2-1-1-1-1sibbed]}-2-1-1-1,AUS,Breeding material,AusTRCF 306286
PI 702872,28,40,False,Maize.Group.Ames.Panel.2010,{{{{CJ x A619bm3} x CJ}-6-1-3sibbed}-4 x CJ}-1-1-1-1,AUS,Breeding material,AusTRCF 306290
PI 702873,28,44,False,Maize.Group.Ames.Panel.2010,{{{CJ x W64Abm3} x CJ-}8-2-1-2sibbed}-2-1-1-1,AUS,Breeding material,AusTRCF 306293
PI 702874,28,40,False,Maize.Group.Ames.Panel.2010,{{{{CJ x W64Abm3} x CJ}-8-2-1}-3 x CJ}-1-1-1-1,AUS,Breeding material,AusTRCF 306295
PI 702875,28,41,False,Maize.Group.Ames.Panel.2010,{{{{CJ x W64Abm3}x CJ}-8-2-1}-3 x CJ}-1-1-2-1,AUS,Breeding material,AusTRCF 306296
PI 702876,28,39,False,Maize.Group.Ames.Panel.2010,{{{{CJ x W64Abm3}-2-1-1-3}-6 x CJ}-1-1-1-1,AUS,Breeding material,AusTRCF 306301
PI 702877,27,38,False,Maize.Group.Ames.Panel.2010,GP12678 x[{A632bm3 x GP12678}-6-1-2sibbed]}-2-1-1-1-1,AUS,Breeding material,AusTRCF 306302
PI 702878,27,41,False,Maize.Group.Ames.Panel.2010,{GP12678 x[{A632bm3 x GP12678}-6-1-2sibbed]}-2-1-2-1-1,AUS,Breeding material,AusTRCF 306303
PI 702879,27,40,False,Maize.Group.Ames.Panel.2010,{GP12678 x[{A632bm3 x GP12678}-6-1-2sibbed]}-2-1-3-1-1,AUS,Breeding material,AusTRCF 306304
PI 702880,28,40,False,Maize.Group.Ames.Panel.2010,[GP12678 x{A632bm3 x GP12678}]-6-1-1-1sibbed}-3sibbed x GP12678}-1-1-1,AUS,Breeding material,AusTRCF 306306
PI 702881,27,39,False,Maize.Group.Ames.Panel.2010,[GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-3 x GP12678}-4-1-1,AUS,Breeding material,AusTRCF 306307
PI 702882,28,41,False,Maize.Group.Ames.Panel.2010,[GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-3 x GP12678}-6-1-1,AUS,Breeding material,AusTRCF 306308
PI 702883,27,40,False,Maize.Group.Ames.Panel.2010,[GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-3 x GP12678}-6-2-1,AUS,Breeding material,AusTRCF 306309
PI 702884,28,39,False,Maize.Group.Ames.Panel.2010,[GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-4 x GP12678}-2-1-1,AUS,Breeding material,AusTRCF 306310
PI 702885,27,37,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x Gn 14(2)}-2}-3-1-3-1-1,AUS,Breeding material,AusTRCF 306312
PI 702886,25,49,False,,{{A619bm3 x Gn 14(2)}-2}-3-3-1-1-1,AUS,Breeding material,AusTRCF 306313
PI 702887,28,30,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x Gn 14(2)}-2}-5-1-2-2-1,AUS,Breeding material,AusTRCF 306316
PI 702888,24,34,False,Maize.Group.Ames.Panel.Post.2010,{{A619bm3 x Gn 14(2)}-2}-2-1-2-3-1,AUS,Breeding material,AusTRCF 306318
PI 702889,27,29,False,Maize.Group.Ames.Panel.2010,A619bm3 x Gn 14(2)}-3-5-1-1-1-1,AUS,Breeding material,AusTRCF 306319
PI 702890,28,40,False,Maize.Group.Ames.Panel.2010,{OH43bm3 x Gn 14(2)}-1-5-1-2-1-1,AUS,Breeding material,AusTRCF 306321
PI 702891,28,40,False,Maize.Group.Ames.Panel.2010,{OH43bm3 x Gn 14(2)}-1-5-2-1-1-1,AUS,Breeding material,AusTRCF 306322
PI 702892,28,50,False,Maize.Group.Ames.Panel.2010,{{OH43bm3 x Gn 14(2)}-3}-3-1-1-1-1,AUS,Breeding material,AusTRCF 306323
PI 702893,28,42,False,Maize.Group.Ames.Panel.2010,{{OH43bm3 x Gn 14(2)}-3}-3-1-2-1-1,AUS,Breeding material,AusTRCF 306324
PI 702894,25,25,False,,{{OH43bm3 x Gn 14(2)}-3}-4-1-1-1-1,AUS,Breeding material,AusTRCF 306325
PI 702895,27,28,False,Maize.Group.Ames.Panel.2010,{A632bm3 x Gn 16(2)}-1-2-1-3-1-1,AUS,Breeding material,AusTRCF 306327
PI 702896,25,25,False,,{{Gn79 x W64Abm3}x GN79}-1-2-1-2-1-1,AUS,Breeding material,AusTRCF 306332
PI 702897,28,30,False,Maize.Group.Ames.Panel.2010,{{Gn79 x W64Abm3}x GN79}-1-3-1-1-1-1,AUS,Breeding material,AusTRCF 306333
PI 702898,28,29,False,Maize.Group.Ames.Panel.2010,{W64Abm3 x Gn32}-1-1-1-1-1,AUS,Breeding material,AusTRCF 306335
PI 702899,28,29,False,Maize.Group.Ames.Panel.2010,{W64Abm3 x Gn32}-3-1-2-1-1,AUS,Breeding material,AusTRCF 306337
PI 702900,25,25,False,,{W64Abm3 x Gn32}-4-3-2-1-1,AUS,Breeding material,AusTRCF 306342
PI 702902,29,30,False,Maize.Group.Ames.Panel.2010,{A619bm3 x Gn33}-2-1-2-2-1,AUS,Breeding material,AusTRCF 306344
PI 702903,28,30,False,Maize.Group.Ames.Panel.2010,{A619bm3 x Gn33}-3-1-1-1-1,AUS,Breeding material,AusTRCF 306345
PI 702904,28,30,False,Maize.Group.Ames.Panel.2010,{A619bm3 x Gn33}-6-1-1-1-1,AUS,Breeding material,AusTRCF 306346
PI 702905,29,31,False,Maize.Group.Ames.Panel.2010,{A632bm3 x GP12678}-3 x Gn22wx]-2-2-1-1-1 [A632bm3 x GP12678}-3 x Gn22wx]-2-2-1-1-1,AUS,Breeding material,AusTRCF 306347
PI 702906,29,39,False,Maize.Group.Ames.Panel.2010,[A632bm3 x Gp12678}-3 x Gn22wx]-2-2-1-2-1 [A632bm3 x GP12678}-3 x Gn22wx]-2-2-1-1-1,AUS,Breeding material,AusTRCF 306348
PI 702907,29,30,False,Maize.Group.Ames.Panel.2010,{A619bm3 x Gn23wx)-4-1-2-1-1 [A632bm3 x GP12678}-3 x Gn22wx]-2-2-1-1-1,AUS,Breeding material,AusTRCF 306350
PI 702908,28,43,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-1-1,AUS,Breeding material,AusTRCF 306352
PI 702909,28,37,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-2-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-2-1,AUS,Breeding material,AusTRCF 306353
PI 702910,28,43,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-3-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-3-1,AUS,Breeding material,AusTRCF 306354
PI 702911,29,40,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-3-2-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-3-2-1-1,AUS,Breeding material,AusTRCF 306355
PI 702912,27,42,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x HB(2)}-6}-3-1-1-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-3-2-1-1,AUS,Breeding material,AusTRCF 306356
PI 702913,29,30,False,Maize.Group.Ames.Panel.2010,{{A619bm3 x HB(2)}-6}-3-1-1-2-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-3-2-1-1,AUS,Breeding material,AusTRCF 306357
PI 704920,16,16,False,Maize.GEM.Group1.All-GEM-Releases,KO679Y/GEMS-0030//794-015-001-001-B-SIB,USA,Cultivar,GEMS-0322
PI 704921,16,16,False,Maize.GEM.Group1.All-GEM-Releases,GEMS-0219//GEMS-0147/GEMS-0227-SIB-B-122-001-B-SIB,USA,Cultivar,GEMS-0323
PI 704922,16,16,False,Maize.GEM.Group1.All-GEM-Releases,GEMS-0227/Ki14//41-002-001-001-B-SIB,USA,Cultivar,GEMS-0324
PI 704923,16,16,False,Maize.GEM.Group1.All-GEM-Releases,PHN46//GEMN-0130/Mp494///41-002-001-001-B-SIB,USA,Cultivar,GEMN-0325
PI 705063,16,17,False,,,USA,Cultivar,Wheaton Yellow Dent
PI 705065,33,36,False,,,USA,Cultivar,Argentine Pop
PI 705067,34,43,False,,,USA,Cultivar,Strawberry Pop
PI 705122,16,16,False,Maize.GEM.Group1.All-GEM-Releases,La Posta Sequia C7 F71-1-1-1-2-B*4:S40a-B-31-B,USA,Cultivar,GEMS-0320
PI 705123,16,16,False,Maize.GEM.Group1.All-GEM-Releases,La Posta Sequia C7 F71-1-1-1-2-B*4:S40b-B-18-B,USA,Cultivar,GEMS-0321
PI 705125,28,29,False,,,USA,Landrace,Aunt Mary's
PI 705129,30,55,False,,,USA,Landrace,Hooker's Sweet Indian
PI 705130,31,34,False,,,USA,Landrace,Red
PI 705132,30,54,False,,,USA,Landrace,Tuscarora
PI 705137,27,27,False,,,USA,Landrace,Campbell
PI 705173,15,15,False,,,GUY,Landrace,Guyana 806
PI 705175,15,15,False,,,LCA,Landrace,Saint Lucia 3
PI 705181,16,16,False,,,BRA,Breeding material,Compuesto Centroamericano A
PI 705229,22,22,False,,,MEX,Landrace,Guanajuato 165
PI 705660,15,15,False,,,MEX,Landrace,BENZ 485
PI 705661,16,17,False,,,MEX,Landrace,BENZ 488
PI 705663,16,16,False,,,MEX,Landrace,BENZ 499
PI 705665,16,16,False,,,MEX,Landrace,BENZ 561
PI 705666,15,15,False,,,MEX,Landrace,BENZ 588
PI 705667,15,15,False,,,MEX,Landrace,BENZ 593
